"X","x"
2429,"TreeBroadleaf"
2430,"TreeConifer"
2431,"TreeConifer"
2432,"TreeConifer"
2433,"TreeConifer"
2434,"TreeConifer"
2435,"TreeConifer"
2436,"ShrubEvergreen"
2437,"TreeConifer"
2438,"TreeConifer"
2439,"Graminoid"
2440,"ShrubEvergreen"
2441,"TreeConifer"
2442,"TreeConifer"
2443,"Abiotic"
2444,"TreeConifer"
2445,"TreeConifer"
2446,"TreeBroadleaf"
2447,"TreeConifer"
2448,"TreeConifer"
2449,"TreeConifer"
2450,"TreeConifer"
2451,"TreeConifer"
2452,"TreeConifer"
2453,"Abiotic"
2454,"ShrubEvergreen"
2455,"TreeConifer"
2456,"TreeConifer"
2457,"TreeConifer"
2458,"Lichen"
2459,"TreeConifer"
2460,"TreeConifer"
2461,"TreeConifer"
2462,"Abiotic"
2463,"TreeConifer"
2464,"TreeConifer"
2465,"TreeConifer"
2466,"Abiotic"
2467,"Graminoid"
2468,"Abiotic"
2469,"TreeConifer"
2470,"TreeConifer"
2471,"TreeConifer"
2472,"Abiotic"
2473,"TreeConifer"
2474,"TreeConifer"
2475,"TreeConifer"
2476,"Abiotic"
2477,"Abiotic"
2478,"TreeConifer"
2479,"TreeConifer"
2480,"TreeConifer"
2481,"TreeConifer"
2482,"Abiotic"
2483,"TreeConifer"
2484,"TreeConifer"
2485,"TreeConifer"
2486,"TreeConifer"
2487,"TreeConifer"
2488,"TreeConifer"
2489,"TreeConifer"
2490,"TreeConifer"
2491,"TreeConifer"
2492,"Abiotic"
2493,"ShrubDecid"
2494,"TreeConifer"
2495,"TreeConifer"
2496,"TreeConifer"
2497,"TreeConifer"
2498,"TreeConifer"
2499,"TreeConifer"
2500,"ShrubEvergreen"
2501,"TreeBroadleaf"
2502,"TreeConifer"
2503,"TreeConifer"
2504,"TreeConifer"
2505,"TreeConifer"
2506,"ShrubDecid"
2507,"TreeConifer"
2508,"TreeConifer"
2509,"TreeConifer"
2510,"TreeConifer"
2511,"TreeConifer"
2512,"TreeConifer"
2513,"TreeConifer"
2514,"Graminoid"
2515,"TreeConifer"
2516,"TreeConifer"
2517,"TreeConifer"
2518,"Graminoid"
2519,"TreeConifer"
2520,"Graminoid"
2521,"Abiotic"
2522,"Abiotic"
2523,"Moss"
2524,"TreeConifer"
2525,"TreeConifer"
2526,"TreeConifer"
2527,"TreeConifer"
2528,"TreeConifer"
2529,"TreeConifer"
2530,"TreeConifer"
2531,"Lichen"
2532,"TreeConifer"
2533,"TreeConifer"
2534,"Abiotic"
2535,"Abiotic"
2536,"ShrubDecid"
2537,"ShrubEvergreen"
2538,"TreeConifer"
2539,"TreeConifer"
2540,"TreeConifer"
2541,"Abiotic"
2542,"TreeConifer"
2543,"TreeConifer"
2544,"TreeConifer"
2545,"TreeConifer"
2546,"TreeConifer"
2547,"TreeConifer"
2548,"TreeConifer"
2549,"TreeConifer"
2550,"Graminoid"
2551,"Abiotic"
2552,"Abiotic"
2553,"TreeConifer"
2554,"Abiotic"
2555,"TreeConifer"
2556,"TreeConifer"
2557,"TreeConifer"
2558,"TreeConifer"
2559,"TreeConifer"
2560,"TreeConifer"
2561,"TreeConifer"
2562,"ShrubDecid"
2563,"TreeConifer"
2564,"ShrubEvergreen"
2565,"Abiotic"
2566,"TreeConifer"
2567,"Abiotic"
2568,"TreeConifer"
2569,"TreeConifer"
2570,"TreeConifer"
2571,"TreeConifer"
2572,"TreeConifer"
2573,"TreeConifer"
2574,"TreeConifer"
2575,"TreeConifer"
2576,"Abiotic"
2577,"Graminoid"
2578,"TreeConifer"
2579,"TreeConifer"
2580,"TreeConifer"
2581,"TreeConifer"
2582,"TreeConifer"
2583,"Moss"
2584,"TreeConifer"
2585,"TreeConifer"
2586,"TreeConifer"
2587,"TreeConifer"
2588,"TreeConifer"
2589,"Abiotic"
2590,"Abiotic"
2591,"TreeBroadleaf"
2592,"TreeConifer"
2593,"TreeConifer"
2594,"TreeConifer"
2595,"TreeConifer"
2596,"TreeConifer"
2597,"TreeConifer"
2598,"Graminoid"
2599,"Graminoid"
2600,"TreeConifer"
2601,"TreeConifer"
2602,"TreeConifer"
2603,"TreeBroadleaf"
2604,"TreeConifer"
2605,"ShrubEvergreen"
2606,"ShrubEvergreen"
2607,"Graminoid"
2608,"TreeConifer"
2609,"Abiotic"
2610,"TreeConifer"
2611,"TreeConifer"
2612,"TreeConifer"
2613,"Abiotic"
2614,"TreeConifer"
2615,"Abiotic"
2616,"TreeBroadleaf"
2617,"TreeConifer"
2618,"ShrubEvergreen"
2619,"ShrubDecid"
2620,"Abiotic"
2621,"Abiotic"
2622,"Abiotic"
2623,"TreeConifer"
2624,"TreeConifer"
2625,"TreeConifer"
2626,"TreeConifer"
2627,"TreeConifer"
2628,"Abiotic"
2629,"TreeConifer"
2630,"Abiotic"
2631,"TreeConifer"
2632,"TreeConifer"
2633,"Abiotic"
2634,"ShrubEvergreen"
2635,"TreeConifer"
2636,"Abiotic"
2637,"ShrubEvergreen"
2638,"Abiotic"
2639,"TreeConifer"
2640,"Abiotic"
2641,"Abiotic"
2642,"TreeConifer"
2643,"TreeConifer"
2644,"ShrubEvergreen"
2645,"TreeConifer"
2646,"TreeConifer"
2647,"Abiotic"
2648,"Abiotic"
2649,"ShrubEvergreen"
2650,"Abiotic"
2651,"TreeConifer"
2652,"TreeConifer"
2653,"ShrubEvergreen"
2654,"TreeConifer"
2655,"Lichen"
2656,"Abiotic"
2657,"TreeConifer"
2658,"Abiotic"
2659,"Abiotic"
2660,"TreeConifer"
2661,"TreeConifer"
2662,"TreeConifer"
2663,"TreeConifer"
2664,"Abiotic"
2665,"TreeConifer"
2666,"TreeConifer"
2667,"TreeConifer"
2668,"Abiotic"
2669,"ShrubEvergreen"
2670,"TreeConifer"
2671,"TreeConifer"
2672,"TreeConifer"
2673,"TreeConifer"
2674,"Abiotic"
2675,"Moss"
2676,"Abiotic"
2677,"Abiotic"
2678,"TreeBroadleaf"
2679,"TreeConifer"
2680,"TreeConifer"
2681,"TreeConifer"
2682,"TreeConifer"
2683,"TreeConifer"
2684,"TreeConifer"
2685,"Abiotic"
2686,"TreeConifer"
2687,"ShrubDecid"
2688,"TreeBroadleaf"
2689,"Abiotic"
2690,"TreeConifer"
2691,"ShrubDecid"
2692,"TreeConifer"
2693,"TreeConifer"
2694,"TreeConifer"
2695,"Moss"
2696,"TreeConifer"
2697,"ShrubDecid"
2698,"TreeConifer"
2699,"Graminoid"
2700,"TreeConifer"
2701,"Lichen"
2702,"TreeConifer"
2703,"Abiotic"
2704,"TreeConifer"
2705,"TreeConifer"
2706,"Abiotic"
2707,"ShrubDecid"
2708,"Abiotic"
2709,"ShrubEvergreen"
2710,"TreeConifer"
2711,"TreeConifer"
2712,"TreeConifer"
2713,"Lichen"
2714,"ShrubDecid"
2715,"Graminoid"
2716,"TreeConifer"
2717,"TreeConifer"
2718,"TreeConifer"
2719,"Abiotic"
2720,"TreeConifer"
2721,"ShrubEvergreen"
2722,"TreeConifer"
2723,"Graminoid"
2724,"Abiotic"
2725,"Abiotic"
2726,"Graminoid"
2727,"TreeConifer"
2728,"TreeConifer"
2729,"TreeConifer"
2730,"Lichen"
2731,"TreeConifer"
2732,"TreeConifer"
2733,"TreeConifer"
2734,"TreeConifer"
2735,"TreeConifer"
2736,"Graminoid"
2737,"TreeConifer"
2738,"TreeConifer"
2739,"Abiotic"
2740,"TreeConifer"
2741,"TreeBroadleaf"
2742,"TreeConifer"
2743,"TreeConifer"
2744,"TreeConifer"
2745,"Abiotic"
2746,"TreeConifer"
2747,"ShrubDecid"
2748,"TreeConifer"
2749,"TreeConifer"
2750,"TreeConifer"
2751,"TreeConifer"
2752,"Abiotic"
2753,"ShrubEvergreen"
2754,"TreeConifer"
2755,"TreeConifer"
2756,"TreeBroadleaf"
2757,"TreeConifer"
2758,"Lichen"
2759,"TreeConifer"
2760,"TreeConifer"
2761,"TreeConifer"
2762,"TreeConifer"
2763,"TreeConifer"
2764,"TreeConifer"
2765,"TreeConifer"
2766,"TreeConifer"
2767,"TreeConifer"
2768,"TreeConifer"
2769,"TreeConifer"
2770,"TreeConifer"
2771,"ShrubDecid"
2772,"Abiotic"
2773,"TreeConifer"
2774,"TreeConifer"
2775,"TreeConifer"
2776,"TreeConifer"
2777,"Abiotic"
2778,"TreeConifer"
2779,"Abiotic"
2780,"TreeConifer"
2781,"Abiotic"
2782,"TreeConifer"
2783,"TreeConifer"
2784,"Abiotic"
2785,"TreeConifer"
2786,"ShrubEvergreen"
2787,"TreeConifer"
2788,"TreeConifer"
2789,"ShrubEvergreen"
2790,"TreeConifer"
2791,"TreeConifer"
2792,"TreeConifer"
2793,"TreeConifer"
2794,"Lichen"
2795,"TreeConifer"
2796,"Abiotic"
2797,"Graminoid"
2798,"ShrubEvergreen"
2799,"TreeConifer"
2800,"TreeConifer"
2801,"ShrubEvergreen"
2802,"TreeConifer"
2803,"TreeConifer"
2804,"TreeConifer"
2805,"ShrubDecid"
2806,"TreeConifer"
2807,"TreeConifer"
2808,"TreeConifer"
2809,"TreeConifer"
2810,"TreeConifer"
2811,"Abiotic"
2812,"TreeConifer"
2813,"Abiotic"
2814,"TreeConifer"
2815,"Abiotic"
2816,"Abiotic"
2817,"Abiotic"
2818,"Graminoid"
2819,"TreeConifer"
2820,"ShrubEvergreen"
2821,"TreeConifer"
2822,"TreeConifer"
2823,"Lichen"
2824,"TreeConifer"
2825,"Abiotic"
2826,"Abiotic"
2827,"Abiotic"
2828,"TreeConifer"
2829,"TreeConifer"
2830,"Abiotic"
2831,"ShrubEvergreen"
2832,"TreeConifer"
2833,"TreeConifer"
2834,"TreeConifer"
2835,"TreeConifer"
2836,"TreeConifer"
2837,"TreeConifer"
2838,"TreeConifer"
2839,"TreeConifer"
2840,"TreeConifer"
2841,"TreeConifer"
2842,"Lichen"
2843,"ShrubEvergreen"
2844,"Lichen"
2845,"ShrubDecid"
2846,"TreeConifer"
2847,"TreeBroadleaf"
2848,"TreeConifer"
2849,"TreeConifer"
2850,"TreeConifer"
2851,"TreeConifer"
2852,"TreeConifer"
2853,"TreeConifer"
2854,"TreeConifer"
2855,"TreeConifer"
2856,"TreeConifer"
2857,"Abiotic"
2858,"Moss"
2859,"Abiotic"
2860,"TreeConifer"
2861,"TreeBroadleaf"
2862,"ShrubEvergreen"
2863,"TreeConifer"
2864,"Moss"
2865,"TreeConifer"
2866,"TreeConifer"
2867,"TreeConifer"
2868,"TreeConifer"
2869,"TreeConifer"
2870,"TreeConifer"
2871,"TreeConifer"
2872,"Abiotic"
2873,"TreeConifer"
2874,"TreeConifer"
2875,"TreeConifer"
2876,"Abiotic"
2877,"TreeConifer"
2878,"TreeConifer"
2879,"Abiotic"
2880,"TreeConifer"
2881,"TreeConifer"
2882,"TreeConifer"
2883,"TreeConifer"
2884,"Abiotic"
2885,"TreeConifer"
2886,"TreeConifer"
2887,"TreeConifer"
2888,"TreeConifer"
2889,"TreeConifer"
2890,"TreeConifer"
2891,"TreeConifer"
2892,"ShrubEvergreen"
2893,"TreeConifer"
2894,"TreeConifer"
2895,"TreeConifer"
2896,"TreeConifer"
2897,"TreeConifer"
2898,"TreeConifer"
2899,"TreeConifer"
2900,"TreeConifer"
2901,"TreeConifer"
2902,"TreeConifer"
2903,"Abiotic"
2904,"TreeConifer"
2905,"TreeBroadleaf"
2906,"TreeConifer"
2907,"TreeConifer"
2908,"TreeConifer"
2909,"TreeConifer"
2910,"TreeConifer"
2911,"Abiotic"
2912,"Abiotic"
2913,"Abiotic"
2914,"Abiotic"
2915,"TreeConifer"
2916,"TreeConifer"
2917,"TreeConifer"
2918,"TreeConifer"
2919,"TreeConifer"
2920,"TreeConifer"
2921,"Abiotic"
2922,"TreeConifer"
2923,"TreeConifer"
2924,"TreeConifer"
2925,"Abiotic"
2926,"Abiotic"
2927,"TreeConifer"
2928,"TreeConifer"
2929,"TreeConifer"
2930,"TreeConifer"
2931,"TreeConifer"
2932,"TreeConifer"
2933,"ShrubEvergreen"
2934,"Moss"
2935,"TreeConifer"
2936,"TreeConifer"
2937,"TreeConifer"
2938,"TreeConifer"
2939,"ShrubEvergreen"
2940,"TreeConifer"
2941,"TreeConifer"
2942,"Abiotic"
2943,"TreeConifer"
2944,"TreeBroadleaf"
2945,"TreeConifer"
2946,"TreeConifer"
2947,"ShrubEvergreen"
2948,"Abiotic"
2949,"TreeConifer"
2950,"Abiotic"
2951,"Abiotic"
2952,"TreeConifer"
2953,"Moss"
2954,"TreeConifer"
2955,"TreeConifer"
2956,"TreeConifer"
2957,"Abiotic"
2958,"Lichen"
2959,"Abiotic"
2960,"TreeConifer"
2961,"TreeConifer"
2962,"TreeConifer"
2963,"TreeConifer"
2964,"TreeConifer"
2965,"Abiotic"
2966,"TreeConifer"
2967,"TreeConifer"
2968,"TreeConifer"
2969,"Lichen"
2970,"TreeBroadleaf"
2971,"TreeConifer"
2972,"TreeConifer"
2973,"TreeConifer"
2974,"Abiotic"
2975,"Abiotic"
2976,"TreeConifer"
2977,"TreeConifer"
2978,"Abiotic"
2979,"TreeBroadleaf"
2980,"Abiotic"
2981,"TreeConifer"
2982,"Abiotic"
2983,"TreeConifer"
2984,"TreeConifer"
2985,"TreeConifer"
2986,"TreeConifer"
2987,"Moss"
2988,"TreeConifer"
2989,"TreeConifer"
2990,"TreeConifer"
2991,"TreeConifer"
2992,"TreeConifer"
2993,"TreeConifer"
2994,"TreeConifer"
2995,"Abiotic"
2996,"TreeConifer"
2997,"TreeConifer"
2998,"TreeConifer"
2999,"TreeConifer"
3000,"TreeBroadleaf"
3001,"TreeConifer"
3002,"ShrubEvergreen"
3003,"Lichen"
3004,"TreeConifer"
3005,"Graminoid"
3006,"TreeConifer"
3007,"TreeConifer"
3008,"Abiotic"
3009,"TreeConifer"
3010,"TreeConifer"
3011,"TreeConifer"
3012,"TreeConifer"
3013,"TreeConifer"
3014,"ShrubEvergreen"
3015,"Abiotic"
3016,"ShrubEvergreen"
3017,"Abiotic"
3018,"Moss"
3019,"TreeConifer"
3020,"TreeConifer"
3021,"TreeConifer"
3022,"TreeConifer"
3023,"Abiotic"
3024,"TreeConifer"
3025,"TreeConifer"
3026,"TreeConifer"
3027,"Abiotic"
3028,"TreeConifer"
3029,"Abiotic"
3030,"TreeConifer"
3031,"TreeBroadleaf"
3032,"Abiotic"
3033,"TreeConifer"
3034,"TreeConifer"
3035,"Lichen"
3036,"TreeConifer"
3037,"TreeConifer"
3038,"TreeConifer"
3039,"TreeConifer"
3040,"TreeConifer"
3041,"TreeConifer"
3042,"TreeConifer"
3043,"Graminoid"
3044,"Abiotic"
3045,"TreeConifer"
3046,"TreeConifer"
3047,"TreeConifer"
3048,"TreeConifer"
3049,"TreeConifer"
3050,"TreeConifer"
3051,"TreeConifer"
3052,"TreeConifer"
3053,"Abiotic"
3054,"TreeConifer"
3055,"TreeConifer"
3056,"TreeConifer"
3057,"TreeConifer"
3058,"TreeConifer"
3059,"TreeConifer"
3060,"TreeConifer"
3061,"Abiotic"
3062,"TreeConifer"
3063,"TreeConifer"
3064,"TreeConifer"
3065,"Abiotic"
3066,"TreeConifer"
3067,"TreeConifer"
3068,"TreeConifer"
3069,"ShrubEvergreen"
3070,"TreeConifer"
3071,"TreeConifer"
3072,"TreeConifer"
3073,"Abiotic"
3074,"Graminoid"
3075,"TreeConifer"
3076,"TreeConifer"
3077,"TreeConifer"
3078,"TreeConifer"
3079,"Abiotic"
3080,"TreeConifer"
3081,"Abiotic"
3082,"TreeConifer"
3083,"TreeConifer"
3084,"TreeConifer"
3085,"TreeConifer"
3086,"TreeConifer"
3087,"TreeConifer"
3088,"TreeConifer"
3089,"Moss"
3090,"TreeConifer"
3091,"Graminoid"
3092,"TreeConifer"
3093,"TreeConifer"
3094,"ShrubDecid"
3095,"Abiotic"
3096,"TreeConifer"
3097,"TreeConifer"
3098,"Abiotic"
3099,"TreeConifer"
3100,"Abiotic"
3101,"Graminoid"
3102,"ShrubEvergreen"
3103,"TreeConifer"
3104,"TreeConifer"
3105,"TreeConifer"
3106,"Abiotic"
3107,"Abiotic"
3108,"TreeConifer"
3109,"ShrubDecid"
3110,"Moss"
3111,"TreeConifer"
3112,"TreeConifer"
3113,"ShrubDecid"
3114,"TreeConifer"
3115,"ShrubEvergreen"
3116,"Graminoid"
3117,"TreeConifer"
3118,"TreeConifer"
3119,"TreeConifer"
3120,"Abiotic"
3121,"TreeConifer"
3122,"TreeConifer"
3123,"TreeConifer"
3124,"Abiotic"
3125,"TreeConifer"
3126,"Lichen"
3127,"TreeConifer"
3128,"TreeConifer"
3129,"TreeConifer"
3130,"TreeConifer"
3131,"Abiotic"
3132,"TreeConifer"
3133,"ShrubEvergreen"
3134,"TreeConifer"
3135,"Abiotic"
3136,"TreeConifer"
3137,"Abiotic"
3138,"Abiotic"
3139,"Abiotic"
3140,"Abiotic"
3141,"TreeConifer"
3142,"Abiotic"
3143,"Abiotic"
3144,"TreeConifer"
3145,"Abiotic"
3146,"TreeConifer"
3147,"TreeConifer"
3148,"TreeConifer"
3149,"TreeConifer"
3150,"TreeConifer"
3151,"TreeConifer"
3152,"TreeConifer"
3153,"TreeConifer"
3154,"Abiotic"
3155,"TreeConifer"
3156,"ShrubDecid"
3157,"ShrubEvergreen"
3158,"TreeConifer"
3159,"TreeConifer"
3160,"Abiotic"
3161,"Abiotic"
3162,"TreeConifer"
3163,"TreeConifer"
3164,"TreeConifer"
3165,"Abiotic"
3166,"TreeConifer"
3167,"TreeConifer"
3168,"Abiotic"
3169,"TreeConifer"
3170,"ShrubEvergreen"
3171,"TreeConifer"
3172,"TreeConifer"
3173,"Abiotic"
3174,"TreeConifer"
3175,"TreeConifer"
3176,"TreeBroadleaf"
3177,"TreeConifer"
3178,"TreeConifer"
3179,"TreeBroadleaf"
3180,"TreeConifer"
3181,"TreeConifer"
3182,"TreeConifer"
3183,"TreeConifer"
3184,"TreeConifer"
3185,"TreeConifer"
3186,"TreeConifer"
3187,"TreeConifer"
3188,"TreeConifer"
3189,"Abiotic"
3190,"ShrubEvergreen"
3191,"ShrubEvergreen"
3192,"TreeConifer"
3193,"ShrubEvergreen"
3194,"TreeConifer"
3195,"Abiotic"
3196,"TreeConifer"
3197,"TreeConifer"
3198,"TreeBroadleaf"
3199,"TreeBroadleaf"
3200,"TreeConifer"
3201,"ShrubEvergreen"
3202,"TreeConifer"
3203,"TreeConifer"
3204,"TreeConifer"
3205,"ShrubDecid"
3206,"TreeConifer"
3207,"TreeConifer"
3208,"TreeConifer"
3209,"TreeConifer"
3210,"TreeConifer"
3211,"TreeConifer"
3212,"Moss"
3213,"TreeConifer"
3214,"TreeConifer"
3215,"TreeConifer"
3216,"TreeConifer"
3217,"Abiotic"
3218,"TreeConifer"
3219,"Abiotic"
3220,"Abiotic"
3221,"TreeConifer"
3222,"TreeConifer"
3223,"Abiotic"
3224,"Abiotic"
3225,"Abiotic"
3226,"TreeConifer"
3227,"Moss"
3228,"TreeConifer"
3229,"TreeConifer"
3230,"Abiotic"
3231,"TreeConifer"
3232,"TreeConifer"
3233,"Abiotic"
3234,"TreeConifer"
3235,"TreeConifer"
3236,"Abiotic"
3237,"Abiotic"
3238,"Moss"
3239,"Abiotic"
3240,"TreeConifer"
3241,"Moss"
3242,"Abiotic"
3243,"TreeConifer"
3244,"Graminoid"
3245,"TreeConifer"
3246,"TreeConifer"
3247,"Graminoid"
3248,"TreeConifer"
3249,"Lichen"
3250,"TreeConifer"
3251,"TreeConifer"
3252,"TreeConifer"
3253,"TreeConifer"
3254,"Abiotic"
3255,"Abiotic"
3256,"TreeConifer"
3257,"TreeConifer"
3258,"TreeConifer"
3259,"TreeBroadleaf"
3260,"ShrubDecid"
3261,"Abiotic"
3262,"TreeConifer"
3263,"Moss"
3264,"TreeConifer"
3265,"Abiotic"
3266,"TreeConifer"
3267,"Abiotic"
3268,"TreeConifer"
3269,"TreeConifer"
3270,"TreeConifer"
3271,"TreeConifer"
3272,"TreeConifer"
3273,"TreeConifer"
3274,"Abiotic"
3275,"TreeConifer"
3276,"TreeConifer"
3277,"ShrubEvergreen"
3278,"TreeConifer"
3279,"Abiotic"
3280,"TreeConifer"
3281,"TreeConifer"
3282,"TreeConifer"
3283,"TreeConifer"
3284,"ShrubEvergreen"
3285,"TreeConifer"
3286,"TreeConifer"
3287,"TreeConifer"
3288,"TreeConifer"
3289,"TreeConifer"
3290,"TreeConifer"
3291,"TreeConifer"
3292,"TreeBroadleaf"
3293,"TreeConifer"
3294,"TreeBroadleaf"
3295,"ShrubDecid"
3296,"TreeConifer"
3297,"Abiotic"
3298,"TreeConifer"
3299,"TreeConifer"
3300,"Abiotic"
3301,"TreeConifer"
3302,"TreeConifer"
3303,"Abiotic"
3304,"TreeConifer"
3305,"TreeConifer"
3306,"TreeConifer"
3307,"Moss"
3308,"TreeConifer"
3309,"TreeConifer"
3310,"Abiotic"
3311,"ShrubEvergreen"
3312,"Abiotic"
3313,"TreeConifer"
3314,"TreeBroadleaf"
3315,"TreeConifer"
3316,"TreeConifer"
3317,"TreeConifer"
3318,"TreeConifer"
3319,"TreeConifer"
3320,"TreeConifer"
3321,"TreeConifer"
3322,"TreeConifer"
3323,"TreeConifer"
3324,"TreeConifer"
3325,"Abiotic"
3326,"TreeConifer"
3327,"TreeConifer"
3328,"TreeConifer"
3329,"TreeConifer"
3330,"TreeConifer"
3331,"Abiotic"
3332,"Abiotic"
3333,"TreeConifer"
3334,"Abiotic"
3335,"TreeConifer"
3336,"Abiotic"
3337,"TreeConifer"
3338,"TreeConifer"
3339,"TreeConifer"
3340,"TreeConifer"
3341,"ShrubEvergreen"
3342,"TreeConifer"
3343,"Abiotic"
3344,"TreeConifer"
3345,"Abiotic"
3346,"TreeConifer"
3347,"TreeConifer"
3348,"TreeConifer"
3349,"ShrubEvergreen"
3350,"TreeConifer"
3351,"TreeConifer"
3352,"TreeConifer"
3353,"TreeConifer"
3354,"TreeConifer"
3355,"TreeConifer"
3356,"Lichen"
3357,"Abiotic"
3358,"TreeConifer"
3359,"TreeConifer"
3360,"Graminoid"
3361,"TreeConifer"
3362,"Lichen"
3363,"TreeConifer"
3364,"Abiotic"
3365,"TreeConifer"
3366,"Abiotic"
3367,"Abiotic"
3368,"TreeConifer"
3369,"TreeConifer"
3370,"TreeConifer"
3371,"Abiotic"
3372,"TreeConifer"
3373,"Graminoid"
3374,"Graminoid"
3375,"TreeConifer"
3376,"TreeBroadleaf"
3377,"TreeConifer"
3378,"TreeConifer"
3379,"Abiotic"
3380,"TreeConifer"
3381,"TreeConifer"
3382,"TreeConifer"
3383,"TreeConifer"
3384,"ShrubEvergreen"
3385,"TreeConifer"
3386,"Abiotic"
3387,"TreeConifer"
3388,"TreeConifer"
3389,"TreeConifer"
3390,"Moss"
3391,"Abiotic"
3392,"TreeConifer"
3393,"TreeConifer"
3394,"Graminoid"
3395,"TreeConifer"
3396,"TreeConifer"
3397,"TreeConifer"
3398,"TreeConifer"
3399,"TreeConifer"
3400,"Graminoid"
3401,"Abiotic"
3402,"Abiotic"
3403,"TreeConifer"
3404,"Abiotic"
3405,"TreeConifer"
3406,"TreeConifer"
3407,"TreeConifer"
3408,"TreeConifer"
3409,"TreeConifer"
3410,"TreeConifer"
3411,"TreeConifer"
3412,"TreeConifer"
3413,"TreeConifer"
3414,"TreeConifer"
3415,"TreeConifer"
3416,"TreeConifer"
3417,"Abiotic"
3418,"TreeConifer"
3419,"TreeConifer"
3420,"TreeConifer"
3421,"Abiotic"
3422,"Graminoid"
3423,"TreeConifer"
3424,"TreeConifer"
3425,"TreeConifer"
3426,"Abiotic"
3427,"TreeConifer"
3428,"TreeConifer"
3429,"Abiotic"
3430,"TreeConifer"
3431,"Abiotic"
3432,"TreeConifer"
3433,"TreeConifer"
3434,"Graminoid"
3435,"TreeConifer"
3436,"TreeConifer"
3437,"TreeBroadleaf"
3438,"TreeConifer"
3439,"TreeConifer"
3440,"TreeConifer"
3441,"TreeConifer"
3442,"TreeConifer"
3443,"TreeConifer"
3444,"TreeConifer"
3445,"TreeConifer"
3446,"TreeConifer"
3447,"TreeConifer"
3448,"TreeConifer"
3449,"TreeConifer"
3450,"TreeConifer"
3451,"TreeConifer"
3452,"Abiotic"
3453,"TreeConifer"
3454,"TreeConifer"
3455,"TreeConifer"
3456,"TreeConifer"
3457,"TreeConifer"
3458,"TreeConifer"
3459,"TreeConifer"
3460,"TreeConifer"
3461,"TreeConifer"
3462,"TreeConifer"
3463,"TreeConifer"
3464,"Lichen"
3465,"TreeConifer"
3466,"TreeConifer"
3467,"TreeConifer"
3468,"TreeConifer"
3469,"TreeConifer"
3470,"Moss"
3471,"Abiotic"
3472,"TreeConifer"
3473,"TreeConifer"
3474,"TreeConifer"
3475,"TreeConifer"
3476,"TreeConifer"
3477,"TreeConifer"
3478,"TreeConifer"
3479,"TreeConifer"
3480,"TreeConifer"
3481,"TreeConifer"
3482,"Abiotic"
3483,"TreeConifer"
3484,"TreeConifer"
3485,"TreeConifer"
3486,"Moss"
3487,"TreeConifer"
3488,"TreeConifer"
3489,"Abiotic"
3490,"TreeConifer"
3491,"Abiotic"
3492,"TreeConifer"
3493,"TreeConifer"
3494,"TreeConifer"
3495,"Graminoid"
3496,"Abiotic"
3497,"TreeConifer"
3498,"TreeConifer"
3499,"TreeConifer"
3500,"Abiotic"
3501,"TreeConifer"
3502,"TreeConifer"
3503,"Abiotic"
3504,"Lichen"
3505,"TreeConifer"
3506,"Abiotic"
3507,"TreeConifer"
3508,"TreeConifer"
3509,"Lichen"
3510,"TreeConifer"
3511,"TreeConifer"
3512,"Lichen"
3513,"ShrubDecid"
3514,"TreeConifer"
3515,"Moss"
3516,"TreeConifer"
3517,"TreeConifer"
3518,"TreeConifer"
3519,"TreeConifer"
3520,"TreeBroadleaf"
3521,"TreeConifer"
3522,"TreeConifer"
3523,"TreeConifer"
3524,"TreeConifer"
3525,"TreeConifer"
3526,"ShrubDecid"
3527,"TreeConifer"
3528,"TreeConifer"
3529,"TreeConifer"
3530,"Lichen"
3531,"TreeConifer"
3532,"ShrubEvergreen"
3533,"TreeBroadleaf"
3534,"Abiotic"
3535,"TreeConifer"
3536,"Abiotic"
3537,"Abiotic"
3538,"TreeConifer"
3539,"TreeConifer"
3540,"ShrubEvergreen"
3541,"TreeConifer"
3542,"TreeConifer"
3543,"Abiotic"
3544,"Abiotic"
3545,"TreeConifer"
3546,"Abiotic"
3547,"TreeConifer"
3548,"TreeConifer"
3549,"TreeConifer"
3550,"TreeConifer"
3551,"TreeConifer"
3552,"TreeConifer"
3553,"TreeConifer"
3554,"ShrubEvergreen"
3555,"TreeConifer"
3556,"TreeConifer"
3557,"TreeConifer"
3558,"TreeConifer"
3559,"TreeConifer"
3560,"TreeConifer"
3561,"TreeBroadleaf"
3562,"Abiotic"
3563,"TreeConifer"
3564,"Abiotic"
3565,"TreeConifer"
3566,"TreeConifer"
3567,"TreeConifer"
3568,"TreeConifer"
3569,"TreeConifer"
3570,"TreeConifer"
3571,"Abiotic"
3572,"TreeConifer"
3573,"TreeConifer"
3574,"ShrubDecid"
3575,"Abiotic"
3576,"Abiotic"
3577,"ShrubEvergreen"
3578,"TreeConifer"
3579,"ShrubDecid"
3580,"Abiotic"
3581,"TreeConifer"
3582,"TreeConifer"
3583,"Abiotic"
3584,"TreeConifer"
3585,"TreeConifer"
3586,"TreeConifer"
3587,"Abiotic"
3588,"TreeConifer"
3589,"ShrubEvergreen"
3590,"TreeConifer"
3591,"TreeConifer"
3592,"TreeConifer"
3593,"TreeConifer"
3594,"TreeConifer"
3595,"TreeConifer"
3596,"TreeConifer"
3597,"TreeConifer"
3598,"Graminoid"
3599,"ShrubDecid"
3600,"TreeConifer"
