"PFT","PFT_2","PFT_3","PFT_4"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"pilaci","Pilophorus acicularis","Lichen_Light","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"umbhyp","Umbilicaria hyperborea","Lichen_Dark","Lichen"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"vaculi","Vaccinium uliginosum","Dwarf_Shrub_Broad","Dwarf Shrub"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"clagra","Cladonia gracilis","Lichen_Dark","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"claran","Cladonia rangiferina","Lichen_Light","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"evemes","Evernia mesomorpha","Lichen_Yellow","Lichen"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"leddec","Ledum decumbens","Shrub_Other","Shrub"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"neparc","Nephroma arcticum","Lichen_Yellow","Lichen"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"picmar","Picea mariana","Tree_Needle","Tree"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosaci","Rosa acicularis","Forb","Forb"
"rosasc","Rosa acicularis","Forb","Forb"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"usnsca","Usnea scabrata","Lichen_Yellow","Lichen"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryala","Dryas alleghenies","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryhyb","Dryas sp.","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
"dryoct","Dryas octopetala","Dwarf_Shrub_Broad","Dwarf Shrub"
